1766220563, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220668, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220668, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220668, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220668, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220669, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220669, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220669, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220669, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220670, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220670, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220670, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220670, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220671, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
46 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220671, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220671, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220671, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220671, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220672, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220672, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
15 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220672, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220672, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220673, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220673, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220673, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220673, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220674, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220674, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220674, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220674, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220674, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220675, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220675, 42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220675, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220675, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220676, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220676, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220676, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220676, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220677, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220677, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220677, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220677, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220678, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220678, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220678, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220678, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220679, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220679, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220679, 46 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220679, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220679, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220680, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220680, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220680, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220680, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220681, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220681, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220681, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220681, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
14 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220682, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220682, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220682, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220682, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220683, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220683, 16 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220683, 16 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220684, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220684, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220685, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220686, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220686, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220687, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220687, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
14 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220688, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220688, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220688, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220688, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220689, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220689, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
13 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220689, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
13 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220689, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220690, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
15 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220690, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220690, 14 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220690, 15 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220691, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220691, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220691, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220691, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220691, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220692, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220692, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220692, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220692, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220693, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
9 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220693, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220693, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220693, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220694, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220694, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220694, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
